唐人街探案3,喜剧／悬疑,2020
我在时间尽头等你,爱情／奇幻／喜剧,2020-08-25
姜子牙,动画／动作／冒险,2020
熊出没·狂野大陆,喜剧／科幻／动画,2020
夺冠,剧情,2020
急先锋,动作／冒险／喜剧,2020
赤狐书生,奇幻／古装／喜剧,2020-08
抵达之谜,剧情／爱情／青春,2020-07-31
紧急救援,剧情／灾难／动作,2020
哪吒之魔童降世,动画／喜剧／奇幻,2020-07-20
